Ticker,Ticker + Name,Name
SNRH,SNRH | Senior Connect Acquisition Corp. I Class A Common Stock,Senior Connect Acquisition Corp. I Class A Common Stock
REPX,REPX | Riley Exploration Permian Inc. Common Stock,Riley Exploration Permian Inc. Common Stock
BYSI,BYSI | BeyondSpring Inc. Ordinary Shares,BeyondSpring Inc. Ordinary Shares
HHLA,HHLA | HH&L Acquisition Co. Class A Ordinary Shares,HH&L Acquisition Co. Class A Ordinary Shares
OHPA,OHPA | Orion Acquisition Corp. Class A common stock,Orion Acquisition Corp. Class A common stock
EVER,EVER | EverQuote Inc. Class A Common Stock,EverQuote Inc. Class A Common Stock
AGAC,AGAC | African Gold Acquisition Corporation Class A Ordinary Shares,African Gold Acquisition Corporation Class A Ordinary Shares
VACC,VACC | Vaccitech plc American Depositary Shares,Vaccitech plc American Depositary Shares
BWB,BWB | Bridgewater Bancshares Inc. Common Stock,Bridgewater Bancshares Inc. Common Stock
TRIT,TRIT | Triterras Inc. Class A Ordinary Shares,Triterras Inc. Class A Ordinary Shares
HAYN,HAYN | Haynes International Inc. Common Stock,Haynes International Inc. Common Stock
CTAQ,CTAQ | Carney Technology Acquisition Corp. II Class A Common Stock,Carney Technology Acquisition Corp. II Class A Common Stock
BOLT,BOLT | Bolt Biotherapeutics Inc. Common Stock,Bolt Biotherapeutics Inc. Common Stock
TCVA,TCVA | TCV Acquisition Corp. Class A Ordinary Shares,TCV Acquisition Corp. Class A Ordinary Shares
HQL,HQL | TeklaLife Sciences Investors Common Stock,TeklaLife Sciences Investors Common Stock
LPG,LPG | Dorian LPG Ltd. Common Stock,Dorian LPG Ltd. Common Stock
IIAC,IIAC | Investindustrial Acquisition Corp. Class A Ordinary Shares,Investindustrial Acquisition Corp. Class A Ordinary Shares
FISI,FISI | Financial Institutions Inc. Common Stock,Financial Institutions Inc. Common Stock
BCOV,BCOV | Brightcove Inc. Common Stock,Brightcove Inc. Common Stock
GRTS,GRTS | Gritstone bio Inc. Common Stock,Gritstone bio Inc. Common Stock
WTBA,WTBA | West Bancorporation Common Stock,West Bancorporation Common Stock
PACX,PACX | Pioneer Merger Corp. Class A Ordinary Share,Pioneer Merger Corp. Class A Ordinary Share
EPHY,EPHY | Epiphany Technology Acquisition Corp. Class A Common Stock,Epiphany Technology Acquisition Corp. Class A Common Stock
BXC,BXC | Bluelinx Holdings Inc. Common Stock,Bluelinx Holdings Inc. Common Stock
ETO,ETO | Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock
DCRN,DCRN | Decarbonization Plus Acquisition Corporation II Class A Common stock,Decarbonization Plus Acquisition Corporation II Class A Common stock
VSTM,VSTM | Verastem Inc. Common Stock,Verastem Inc. Common Stock
RLYB,RLYB | Rallybio Corporation Common Stock,Rallybio Corporation Common Stock
ITMR,ITMR | Itamar Medical Ltd. American Depository Shares,Itamar Medical Ltd. American Depository Shares
PDOT,PDOT | Peridot Acquisition Corp. II Class A Ordinary Shares,Peridot Acquisition Corp. II Class A Ordinary Shares
AKBA,AKBA | Akebia Therapeutics Inc. Common Stock,Akebia Therapeutics Inc. Common Stock
RBB,RBB | RBB Bancorp Common Stock,RBB Bancorp Common Stock
HBT,HBT | HBT Financial Inc. Common Stock,HBT Financial Inc. Common Stock
GBAB,GBAB | Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest
NSTB,NSTB | Northern Star Investment Corp. II Class A Common stock,Northern Star Investment Corp. II Class A Common stock
MBAC,MBAC | M3-Brigade Acquisition II Corp. Class A Common Stock,M3-Brigade Acquisition II Corp. Class A Common Stock
HIO,HIO | Western Asset High Income Opportunity Fund Inc. Common Stock,Western Asset High Income Opportunity Fund Inc. Common Stock
EQBK,EQBK | Equity Bancshares Inc. Class A Common Stock,Equity Bancshares Inc. Class A Common Stock
GPM,GPM | Guggenheim Enhanced Equity Income Fund,Guggenheim Enhanced Equity Income Fund
KORE,KORE | KORE Group Holdings Inc. Common Stock,KORE Group Holdings Inc. Common Stock
EBF,EBF | Ennis Inc. Common Stock,Ennis Inc. Common Stock
CLLS,CLLS | Cellectis S.A. American Depositary Shares,Cellectis S.A. American Depositary Shares
GLSI,GLSI | Greenwich LifeSciences Inc. Common Stock,Greenwich LifeSciences Inc. Common Stock
ANIP,ANIP | ANI Pharmaceuticals Inc.,ANI Pharmaceuticals Inc.
SELB,SELB | Selecta Biosciences Inc. Common Stock,Selecta Biosciences Inc. Common Stock
ZOM,ZOM | Zomedica Corp. Common Shares,Zomedica Corp. Common Shares
FLIC,FLIC | First of Long Island Corporation (The) Common Stock,First of Long Island Corporation (The) Common Stock
BTBT,BTBT | Bit Digital Inc. Ordinary Shares,Bit Digital Inc. Ordinary Shares
VGII,VGII | Virgin Group Acquisition Corp. II Class A Ordinary Shares,Virgin Group Acquisition Corp. II Class A Ordinary Shares
IMPX,IMPX | AEA-Bridges Impact Corp. Class A Ordinary Shares,AEA-Bridges Impact Corp. Class A Ordinary Shares
FCAX,FCAX | Fortress Capital Acquisition Corp. Class A Ordinary Shares,Fortress Capital Acquisition Corp. Class A Ordinary Shares
RYAM,RYAM | Rayonier Advanced Materials Inc. Common Stock,Rayonier Advanced Materials Inc. Common Stock
AVD,AVD | American Vanguard Corporation Common Stock ($0.10 Par Value),American Vanguard Corporation Common Stock ($0.10 Par Value)
GAIN,GAIN | Gladstone Investment Corporation Business Development Company,Gladstone Investment Corporation Business Development Company
NSTC,NSTC | Northern Star Investment Corp. III Class A Common Stock,Northern Star Investment Corp. III Class A Common Stock
COOL,COOL | Corner Growth Acquisition Corp. Class A Ordinary Shares,Corner Growth Acquisition Corp. Class A Ordinary Shares
XONE,XONE | The ExOne Company Common Stock,The ExOne Company Common Stock
NSTD,NSTD | Northern Star Investment Corp. IV Class A Common Stock,Northern Star Investment Corp. IV Class A Common Stock
TLGA,TLGA | TLG Acquisition One Corp. Class A Common Stock,TLG Acquisition One Corp. Class A Common Stock
SOL,SOL | Renesola Ltd. American Depsitary Shares (Each representing 10 shares),Renesola Ltd. American Depsitary Shares (Each representing 10 shares)
HEAR,HEAR | Turtle Beach Corporation Common Stock,Turtle Beach Corporation Common Stock
AAQC,AAQC | Accelerate Acquisition Corp. Class A Common Stock,Accelerate Acquisition Corp. Class A Common Stock
ECC           ,ECC            | Eagle Point Credit Company Inc. Common Stock,Eagle Point Credit Company Inc. Common Stock
ASG,ASG | Liberty All-Star Growth Fund Inc.,Liberty All-Star Growth Fund Inc.
CSTR,CSTR | CapStar Financial Holdings Inc. Common Stock,CapStar Financial Holdings Inc. Common Stock
MIMO,MIMO | Airspan Networks Holdings Inc. Common Stock,Airspan Networks Holdings Inc. Common Stock
OMER,OMER | Omeros Corporation Common Stock,Omeros Corporation Common Stock
MOFG,MOFG | MidWestOne Financial Gp Common Stock,MidWestOne Financial Gp Common Stock
BBCP,BBCP | Concrete Pumping Holdings Inc. Common Stock,Concrete Pumping Holdings Inc. Common Stock
ALDX,ALDX | Aldeyra Therapeutics Inc. Common Stock,Aldeyra Therapeutics Inc. Common Stock
ICPT,ICPT | Intercept Pharmaceuticals Inc. Common Stock,Intercept Pharmaceuticals Inc. Common Stock
DSX,DSX | Diana Shipping inc. common stock,Diana Shipping inc. common stock
AUD,AUD | Audacy Common Stock,Audacy Common Stock
UFPT,UFPT | UFP Technologies Inc. Common Stock,UFP Technologies Inc. Common Stock
DLTH,DLTH | Duluth Holdings Inc. Class B Common Stock,Duluth Holdings Inc. Class B Common Stock
HEXO,HEXO | HEXO Corp. Common Shares,HEXO Corp. Common Shares
KVSB,KVSB | Khosla Ventures Acquisition Co. II Class A Common Stock,Khosla Ventures Acquisition Co. II Class A Common Stock
TRC,TRC | Tejon Ranch Co Common Stock,Tejon Ranch Co Common Stock
NPTN,NPTN | NeoPhotonics Corporation Common Stock,NeoPhotonics Corporation Common Stock
FRA,FRA | Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock
BLU,BLU | BELLUS Health Inc. Common Shares,BELLUS Health Inc. Common Shares
ALT,ALT | Altimmune Inc. Common Stock,Altimmune Inc. Common Stock
RRD,RRD | R.R. Donnelley & Sons Company Common Stock,R.R. Donnelley & Sons Company Common Stock
VPG,VPG | Vishay Precision Group Inc. Common Stock,Vishay Precision Group Inc. Common Stock
GILT,GILT | Gilat Satellite Networks Ltd. Ordinary Shares,Gilat Satellite Networks Ltd. Ordinary Shares
HTBI,HTBI | HomeTrust Bancshares Inc. Common Stock,HomeTrust Bancshares Inc. Common Stock
FMNB,FMNB | Farmers National Banc Corp. Common Stock,Farmers National Banc Corp. Common Stock
FLXN,FLXN | Flexion Therapeutics Inc. Common Stock,Flexion Therapeutics Inc. Common Stock
AMSC,AMSC | American Superconductor Corporation Common Stock,American Superconductor Corporation Common Stock
NGCA,NGCA | NextGen Acquisition Corp. II Class A Ordinary Shares,NextGen Acquisition Corp. II Class A Ordinary Shares
BTX,BTX | Brooklyn ImmunoTherapeutics Inc. Common Stock,Brooklyn ImmunoTherapeutics Inc. Common Stock
AMOT,AMOT | Allied Motion Technologies Inc.,Allied Motion Technologies Inc.
WSR,WSR | Whitestone REIT Common Shares,Whitestone REIT Common Shares
IBCP,IBCP | Independent Bank Corporation Common Stock,Independent Bank Corporation Common Stock
XXII,XXII | 22nd Century Group Inc. Common Stock,22nd Century Group Inc. Common Stock
AKYA,AKYA | Akoya BioSciences Inc. Common Stock,Akoya BioSciences Inc. Common Stock
APEI,APEI | American Public Education Inc. Common Stock,American Public Education Inc. Common Stock
HOWL,HOWL | Werewolf Therapeutics Inc. Common Stock,Werewolf Therapeutics Inc. Common Stock
ANY,ANY | Sphere 3D Corp. Common Shares,Sphere 3D Corp. Common Shares
PMO,PMO | Putnam Municipal Opportunities Trust Common Stock,Putnam Municipal Opportunities Trust Common Stock
VKTX,VKTX | Viking Therapeutics Inc. Common Stock,Viking Therapeutics Inc. Common Stock
LAWS,LAWS | Lawson Products Inc. Common Stock,Lawson Products Inc. Common Stock
AMAM,AMAM | Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares)
MSB,MSB | Mesabi Trust Common Stock,Mesabi Trust Common Stock
KPLT,KPLT | Katapult Holdings Inc. Common Stock,Katapult Holdings Inc. Common Stock
JOAN,JOAN | JOANN Inc. Common Stock,JOANN Inc. Common Stock
TETC,TETC | Tech and Energy Transition Corporation Class A Common Stock,Tech and Energy Transition Corporation Class A Common Stock
YI,YI | 111 Inc. American Depositary Shares,111 Inc. American Depositary Shares
HPF,HPF | John Hancock Pfd Income Fund II Pfd Income Fund II,John Hancock Pfd Income Fund II Pfd Income Fund II
MUJ,MUJ | Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock
KTF,KTF | DWS Municipal Income Trust,DWS Municipal Income Trust
IPHA,IPHA | Innate Pharma S.A. ADS,Innate Pharma S.A. ADS
GTX,GTX | Garrett Motion Inc. Common Stock,Garrett Motion Inc. Common Stock
CAF,CAF | Morgan Stanley China A Share Fund Inc. Common Stock,Morgan Stanley China A Share Fund Inc. Common Stock
IEA,IEA | Infrastructure and Energy Alternatives Inc. Common Stock,Infrastructure and Energy Alternatives Inc. Common Stock
EBTC,EBTC | Enterprise Bancorp Inc Common Stock,Enterprise Bancorp Inc Common Stock
OOMA,OOMA | Ooma Inc. Common Stock,Ooma Inc. Common Stock
ISO,ISO | IsoPlexis Corporation Common Stock,IsoPlexis Corporation Common Stock
SENEA,SENEA | Seneca Foods Corp. Class A Common Stock,Seneca Foods Corp. Class A Common Stock
MIY,MIY | Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock
DJCO,DJCO | Daily Journal Corp. (S.C.) Common Stock,Daily Journal Corp. (S.C.) Common Stock
NAAC,NAAC | North Atlantic Acquisition Corporation Class A Ordinary Share,North Atlantic Acquisition Corporation Class A Ordinary Share
VTGN,VTGN | VistaGen Therapeutics Inc. Common Stock,VistaGen Therapeutics Inc. Common Stock
DGICA,DGICA | Donegal Group Inc. Class A Common Stock,Donegal Group Inc. Class A Common Stock
HMTV,HMTV | Hemisphere Media Group Inc. Class A Common Stock,Hemisphere Media Group Inc. Class A Common Stock
SDHY,SDHY | PGIM Short Duration High Yield Opportunities Fund Common Shares,PGIM Short Duration High Yield Opportunities Fund Common Shares
XPDI,XPDI | Power & Digital Infrastructure Acquisition Corp. Class A Common Stock,Power & Digital Infrastructure Acquisition Corp. Class A Common Stock
PPT,PPT | Putnam Premier Income Trust Common Stock,Putnam Premier Income Trust Common Stock
CTT,CTT | CatchMark Timber Trust Inc. Class A Common Stock,CatchMark Timber Trust Inc. Class A Common Stock
NOA,NOA | North American Construction Group Ltd. Common Shares (no par),North American Construction Group Ltd. Common Shares (no par)
FHTX,FHTX | Foghorn Therapeutics Inc. Common Stock,Foghorn Therapeutics Inc. Common Stock
EGLX,EGLX | Enthusiast Gaming Holdings Inc. Common Stock,Enthusiast Gaming Holdings Inc. Common Stock
TPGY,TPGY | TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares
SENEB,SENEB | Seneca Foods Corp. Class B Common Stock,Seneca Foods Corp. Class B Common Stock
LHC,LHC | Leo Holdings Corp. II Class A Ordinary Shares,Leo Holdings Corp. II Class A Ordinary Shares
BTAQU,BTAQU | Burgundy Technology Acquisition Corporation Unit,Burgundy Technology Acquisition Corporation Unit
NAN,NAN | Nuveen New York Quality Municipal Income Fund Common Stock,Nuveen New York Quality Municipal Income Fund Common Stock
BFZ,BFZ | BlackRock California Municipal Income Trust,BlackRock California Municipal Income Trust
GIG,GIG | GigCapital4 Inc. Common stock,GigCapital4 Inc. Common stock
FREE,FREE | Whole Earth Brands Inc. Class A Common Stock,Whole Earth Brands Inc. Class A Common Stock
TTCF,TTCF | Tattooed Chef Inc Class A Common Stock,Tattooed Chef Inc Class A Common Stock
PNNT,PNNT | PennantPark Investment Corporation Common Stock,PennantPark Investment Corporation Common Stock
GERN,GERN | Geron Corporation Common Stock,Geron Corporation Common Stock
TNK,TNK | Teekay Tankers Ltd.,Teekay Tankers Ltd.
IRMD,IRMD | iRadimed Corporation Common Stock,iRadimed Corporation Common Stock
ETB,ETB | Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest
APYX,APYX | Apyx Medical Corporation Common Stock,Apyx Medical Corporation Common Stock
ENOB,ENOB | Enochian Biosciences Inc. Common Stock,Enochian Biosciences Inc. Common Stock
AOMR,AOMR | Angel Oak Mortgage Inc. Common Stock,Angel Oak Mortgage Inc. Common Stock
AKTS,AKTS | Akoustis Technologies Inc. Common Stock,Akoustis Technologies Inc. Common Stock
USX,USX | U.S. Xpress Enterprises Inc. Class A Common Stock,U.S. Xpress Enterprises Inc. Class A Common Stock
ACIU,ACIU | AC Immune SA Common Stock,AC Immune SA Common Stock
EZPW,EZPW | EZCORP Inc. Class A Non Voting Common Stock,EZCORP Inc. Class A Non Voting Common Stock
MHN,MHN | Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock
CVM,CVM | Cel-Sci Corporation Common Stock,Cel-Sci Corporation Common Stock
APLT,APLT | Applied Therapeutics Inc. Common Stock,Applied Therapeutics Inc. Common Stock
AUTL,AUTL | Autolus Therapeutics plc American Depositary Share,Autolus Therapeutics plc American Depositary Share
RADA,RADA | RADA Electronic Industries Ltd. Ordinary Shares,RADA Electronic Industries Ltd. Ordinary Shares
NBTX,NBTX | Nanobiotix S.A. American Depositary Shares,Nanobiotix S.A. American Depositary Shares
UONE,UONE | Urban One Inc. Class A Common Stock,Urban One Inc. Class A Common Stock
HIGA,HIGA | H.I.G. Acquisition Corp. Class A Ordinary Shares,H.I.G. Acquisition Corp. Class A Ordinary Shares
GTYH,GTYH | GTY Technology Holdings Inc. Common Stock,GTY Technology Holdings Inc. Common Stock
SSTI,SSTI | ShotSpotter Inc. Common Stock,ShotSpotter Inc. Common Stock
KRUS,KRUS | Kura Sushi USA Inc. Class A Common Stock,Kura Sushi USA Inc. Class A Common Stock
TWI,TWI | Titan International Inc. (DE) Common Stock,Titan International Inc. (DE) Common Stock
CCBG,CCBG | Capital City Bank Group Common Stock,Capital City Bank Group Common Stock
AXDX,AXDX | Accelerate Diagnostics Inc. Common Stock,Accelerate Diagnostics Inc. Common Stock
CEM,CEM | ClearBridge MLP and Midstream Fund Inc. Common Stock,ClearBridge MLP and Midstream Fund Inc. Common Stock
STXS,STXS | Stereotaxis Inc. Common Stock,Stereotaxis Inc. Common Stock
SOLY,SOLY | Soliton Inc. Common Stock,Soliton Inc. Common Stock
SPFI,SPFI | South Plains Financial Inc. Common Stock,South Plains Financial Inc. Common Stock
KLR,KLR | Kaleyra Inc. Common Stock,Kaleyra Inc. Common Stock
DCRC,DCRC | Decarbonization Plus Acquisition Corporation III Class A Common Stock,Decarbonization Plus Acquisition Corporation III Class A Common Stock
BTAQ,BTAQ | Burgundy Technology Acquisition Corporation Class A Ordinary shares,Burgundy Technology Acquisition Corporation Class A Ordinary shares
